ID,novelindex,평점
gkp***,109,4
gkp***,100,5
gkp***,174,5
gkp***,14,5
gkp***,462,5
gkp***,684,4
gkp***,91,5
gkp***,38,5
gkp***,104,5
gkp***,479,5
gkp***,20,5
gkp***,70,5
gkp***,136,5
gkp***,487,4
gkp***,60,4
gkp***,495,5
gkp***,482,4
gkp***,22,5
gkp***,476,5
gkp***,166,4
gkp***,63,5
gkp***,107,5
gkp***,24,5
gkp***,97,5
gkp***,517,4
gkp***,477,5
gkp***,645,4
gkp***,130,5
gkp***,471,5
gkp***,49,5
gkp***,18,5
gkp***,2,5
gkp***,29,5
gkp***,35,4
gkp***,30,5
gkp***,503,4
gkp***,21,5
gkp***,4,5
gkp***,28,5
gkp***,203,4
gkp***,6,5
gkp***,470,5
gkp***,82,4
gkq***,185,5
gkq***,134,5
gkq***,27,5
gkq***,176,5
gkq***,475,5
gkq***,12,4
gkq***,55,5
gkq***,464,5
gkq***,127,5
gkq***,459,5
gkq***,112,5
gkq***,35,5
gkr***,23,5
gkr***,8,5
gkr***,797,5
gkr***,37,5
gkr***,424,5
gkr***,794,5
gkr***,5,5
gkr***,810,5
gkr***,40,5
gkr***,89,5
gkr***,0,5
gkr***,1,5
gkr***,486,5
gkr***,25,5
gkr***,796,5
gkr***,459,5
gkr***,466,5
gkr***,469,5
gkr***,481,5
gkr***,270,5
gkr***,46,5
gkr***,76,5
gkr***,18,5
gkr***,35,5
gkr***,271,5
gkr***,26,5
gkr***,3,5
gkr***,72,5
gkr***,108,5
gkr***,16,5
gkt***,135,4
gkt***,7,5
gkt***,103,4
gkt***,27,4
gkt***,154,4
gkt***,502,4
gkt***,488,4
gkt***,464,5
gkt***,480,4
gkt***,86,4
gkt***,109,4
gkt***,100,5
gkt***,478,5
gkt***,49,4
gkw***,33,5
gkw***,7,4
gkw***,103,5
gkw***,27,5
gkw***,120,4
gkw***,12,4
gkw***,154,5
gkw***,71,4
gkw***,98,5
gkw***,488,5
gkw***,139,5
gkw***,486,5
gkw***,704,5
gkw***,126,4
gkw***,480,5
gkw***,109,5
gkw***,507,5
gkw***,459,3.5
gkw***,665,4
gkw***,60,3
gkw***,482,5
gkw***,469,5
gkw***,517,4
gkw***,478,5
gkw***,787,3
gkw***,49,5
gkw***,35,5
gkw***,36,4
gkw***,82,4
gkx***,23,5
gkx***,7,5
gkx***,797,5
gkx***,154,5
gkx***,424,5
gkx***,55,5
gkx***,5,5
gkx***,40,5
gkx***,488,5
gkx***,89,5
gkx***,0,5
gkx***,1,5
gkx***,25,5
gkx***,459,5
gkx***,466,5
gkx***,481,5
gkx***,62,4
gkx***,270,5
gkx***,46,5
gkx***,49,5
gkx***,76,5
gkx***,673,5
gkx***,271,5
gkx***,26,5
gkx***,3,5
gla***,640,4.5
gla***,472,5
gla***,23,5
gla***,182,5
gla***,7,5
gla***,8,5
gla***,103,5
gla***,57,5
gla***,27,5
gla***,120,5
gla***,797,5
gla***,154,5
gla***,424,4
gla***,794,5
gla***,71,4
gla***,98,4
gla***,5,5
gla***,810,5
gla***,485,5
gla***,40,5
gla***,488,5
gla***,129,5
gla***,461,5
gla***,89,5
gla***,0,5
gla***,139,4
gla***,642,4
gla***,467,5
gla***,1,5
gla***,486,1
gla***,68,5
gla***,25,4.5
gla***,126,1
gla***,75,4
gla***,109,5
gla***,796,4.5
gla***,459,5
gla***,463,5
gla***,39,5
gla***,466,5
gla***,545,4
gla***,479,3
gla***,482,4
gla***,476,4
gla***,481,5
gla***,270,5
gla***,517,5
gla***,478,5
gla***,111,4
gla***,46,5
gla***,49,5
gla***,492,5
gla***,511,4
gla***,76,5
gla***,491,5
gla***,460,5
gla***,633,4
gla***,484,5
gla***,271,5
gla***,26,5
gla***,3,5
gle***,655,4
gle***,13,5
gle***,128,5
gle***,461,5
gle***,25,5
gle***,459,5
gle***,14,5
gle***,463,5
gle***,39,4
gle***,112,5
glo***,140,3
glo***,23,4.5
glo***,7,4
glo***,8,5
glo***,103,4.5
glo***,27,4.5
glo***,120,4
glo***,797,4.5
glo***,37,5
glo***,458,5
glo***,154,4.5
glo***,424,4.5
glo***,794,5
glo***,54,4
glo***,5,4.5
glo***,502,5
glo***,518,4
glo***,40,4.5
glo***,488,4.5
glo***,461,5
glo***,89,5
glo***,0,5
glo***,139,4
glo***,467,4
glo***,1,5
glo***,68,4
glo***,122,4
glo***,43,4
glo***,25,4.5
glo***,126,5
glo***,75,4
glo***,86,5
glo***,109,4.5
glo***,796,4.5
glo***,100,5
glo***,459,5
glo***,39,4
glo***,466,5
glo***,510,4
glo***,60,4
glo***,482,4
glo***,481,4.5
glo***,205,4
glo***,113,4
glo***,170,2
glo***,270,5
glo***,517,4.5
glo***,478,5
glo***,66,4
glo***,46,5
glo***,49,5
glo***,652,1
glo***,511,4
glo***,76,5
glo***,491,5
glo***,18,4
glo***,35,4
glo***,115,3
glo***,271,5
glo***,771,5
glo***,26,5
glo***,3,5
glo***,36,4
glo***,203,4
gls***,23,5
gls***,8,4
gls***,797,5
gls***,133,1
gls***,5,4
gls***,77,4
gls***,485,4
gls***,488,4
gls***,156,4
gls***,89,5
gls***,0,5
gls***,1,5
gls***,56,4
gls***,25,5
gls***,605,2
gls***,796,4
gls***,124,2
gls***,499,5
gls***,143,3
gls***,466,5
gls***,509,5
gls***,60,4
gls***,495,5
gls***,482,4.5
gls***,481,5
gls***,62,4
gls***,90,5
gls***,46,5
gls***,59,4
gls***,76,5
gls***,30,4
gls***,484,5
gls***,144,4
gls***,271,5
gls***,3,4
gls***,36,2.5
gls***,117,4
gls***,16,4
glu***,148,5
glu***,23,5
glu***,528,5
glu***,8,5
glu***,103,4
glu***,27,5
glu***,67,5
glu***,475,5
glu***,797,5
glu***,37,5
glu***,424,5
glu***,147,5
glu***,794,5
glu***,98,5
glu***,5,5
glu***,810,5
glu***,40,5
glu***,494,4
glu***,89,5
glu***,0,5
glu***,650,5
glu***,486,5
glu***,68,5
glu***,61,5
glu***,25,5
glu***,532,5
glu***,796,5
glu***,459,5
glu***,466,5
glu***,482,4
glu***,481,5
glu***,270,5
glu***,186,5
glu***,645,5
glu***,66,5
glu***,46,5
glu***,471,5
glu***,511,5
glu***,76,5
glu***,493,5
glu***,468,5
glu***,675,4
glu***,503,5
glu***,271,5
glu***,26,5
glu***,3,5
glu***,117,5
glz***,23,5
glz***,797,5
glz***,424,5
glz***,5,5
glz***,40,5
glz***,89,5
glz***,0,5
glz***,139,4
glz***,1,5
glz***,25,5
glz***,466,5
glz***,481,5
glz***,270,5
glz***,46,5
glz***,76,5
glz***,271,5
glz***,26,5
glz***,3,5
gma***,23,4
gma***,8,5
gma***,797,5
gma***,37,5
gma***,424,5
gma***,794,5
gma***,716,4
gma***,5,5
gma***,40,5
gma***,89,5
gma***,0,5
gma***,1,5
gma***,280,2
gma***,25,4
gma***,796,5
gma***,459,5
gma***,466,5
gma***,481,5
gma***,270,4.5
gma***,46,5
gma***,76,5
gma***,271,5
gma***,26,5
gma***,3,5
gma***,16,5
gme***,140,4
gme***,23,5
gme***,103,4
gme***,27,4
gme***,120,4
gme***,797,5
gme***,154,4
gme***,424,5
gme***,71,4
gme***,5,5
gme***,40,5
gme***,488,4
gme***,89,5
gme***,158,4
gme***,0,4
gme***,139,4
gme***,1,5
gme***,25,5
gme***,126,4
gme***,118,4
gme***,86,4
gme***,109,4
gme***,796,5
gme***,466,5
gme***,665,4
gme***,60,4
gme***,481,5
gme***,99,4
gme***,270,5
gme***,517,4
gme***,111,4
gme***,46,5
gme***,49,4
gme***,511,4
gme***,76,5
gme***,35,4
gme***,271,5
gme***,26,5
gme***,3,5
gme***,64,4
gme***,82,4
gmf***,23,5
gmf***,8,5
gmf***,797,5
gmf***,37,5
gmf***,424,4
gmf***,5,5
gmf***,40,5
gmf***,89,5
gmf***,0,5
gmf***,1,5
gmf***,25,5
gmf***,796,5
gmf***,466,5
gmf***,481,5
gmf***,270,5
gmf***,46,5
gmf***,271,5
gmf***,26,5
gmf***,3,5
gmg***,23,5
gmg***,8,5
gmg***,797,5
gmg***,37,5
gmg***,794,5
gmg***,5,5
gmg***,810,5
gmg***,40,5
gmg***,89,5
gmg***,1,5
gmg***,25,5
gmg***,796,5
gmg***,466,5
gmg***,481,5
gmg***,270,5
gmg***,271,5
gmg***,3,5
gmg***,16,5
gmr***,23,4
gmr***,27,4
gmr***,154,4
gmr***,424,4
gmr***,40,4
gmr***,488,4
gmr***,0,4
gmr***,139,4
gmr***,1,4
gmr***,25,4
gmr***,86,4
gmr***,109,4
gmr***,466,4
gmr***,60,3
gmr***,482,5
gmr***,481,4
gmr***,270,4
gmr***,46,4
gmr***,49,4
gmr***,76,4
gmr***,271,4
gmr***,26,4
gmr***,3,4
gms***,640,4
gms***,497,4
gms***,655,4
gms***,23,4
gms***,7,4
gms***,515,4
gms***,96,4
gms***,103,4
gms***,27,4
gms***,120,4
gms***,98,4
gms***,5,4
gms***,644,4
gms***,502,4
gms***,40,4
gms***,663,4
gms***,1,4
gms***,161,4
gms***,68,4
gms***,25,4
gms***,704,4
gms***,126,4
gms***,532,4
gms***,118,4
gms***,86,4
gms***,109,4
gms***,15,4
gms***,507,4
gms***,459,5
gms***,39,4
gms***,466,4
gms***,641,4
gms***,60,1
gms***,482,4
gms***,476,4
gms***,481,3
gms***,62,4
gms***,178,4
gms***,170,4
gms***,97,4
gms***,478,4
gms***,51,4
gms***,645,4
gms***,95,4
gms***,474,4
gms***,46,3
gms***,492,4
gms***,195,4
gms***,648,4
gms***,460,4
gms***,633,3
gms***,35,4
gms***,664,4
gms***,468,4
gms***,675,4
gms***,30,4
gms***,271,4
gms***,26,4
gms***,28,4
gms***,36,4
gms***,171,4
gms***,105,4
gms***,637,4
gmy***,57,5
gmy***,797,5
gmy***,34,5
gmy***,461,5
gmy***,464,5
gmy***,150,5
gmy***,15,5
gmy***,459,5
gmy***,463,5
gmy***,466,5
gmy***,20,5
gmy***,517,5
gmy***,460,5
gmy***,2,5
gmy***,4,5
gnl***,106,5
gnl***,472,5
gnl***,47,5
gnl***,23,4
gnl***,797,4
gnl***,12,5
gnl***,458,5
gnl***,424,4
gnl***,133,4
gnl***,5,4
gnl***,485,5
gnl***,40,4
gnl***,89,4
gnl***,0,4
gnl***,53,5
gnl***,464,5
gnl***,1,4
gnl***,145,5
gnl***,486,5
gnl***,32,5
gnl***,161,5
gnl***,61,5
gnl***,25,4
gnl***,796,4
gnl***,507,5
gnl***,466,4
gnl***,104,5
gnl***,482,5
gnl***,481,3
gnl***,24,5
gnl***,270,4
gnl***,66,5
gnl***,111,5
gnl***,46,4
gnl***,59,5
gnl***,76,4
gnl***,491,5
gnl***,506,4
gnl***,505,3
gnl***,163,4
gnl***,271,4
gnl***,26,4
gnl***,3,4
gnl***,4,5
gno***,96,5
gno***,27,5
gno***,797,5
gno***,164,5
gno***,68,5
gno***,61,5
gno***,532,2
gno***,459,5
gno***,91,5
gno***,510,5
gno***,478,5
gno***,74,1
gno***,46,5
gno***,76,5
gno***,505,3
gno***,26,5
gno***,28,5
gnu***,57,4
gnu***,27,5
gnu***,461,4
gnu***,15,4
gnu***,459,3
gnu***,463,4
gnu***,473,4
gnu***,641,3
gnu***,159,4
gnu***,492,4
gnu***,675,4
gnu***,6,4
gnu***,171,4
gnu***,108,4
gnz***,23,5
gnz***,797,4
gnz***,424,3
gnz***,5,5
gnz***,40,5
gnz***,89,5
gnz***,1,5
gnz***,25,1
gnz***,796,4
gnz***,466,5
gnz***,481,4
gnz***,270,4
gnz***,271,5
gnz***,3,5
go0***,23,5
go0***,797,5
go0***,424,5
go0***,5,5
go0***,40,5
go0***,89,5
go0***,0,5
go0***,464,4
go0***,1,5
go0***,25,5
go0***,466,5
go0***,481,5
go0***,270,5
go0***,74,5
go0***,131,4
go0***,46,5
go0***,76,5
go0***,271,5
go0***,26,5
go0***,3,5
goa***,27,5
goa***,120,5
goa***,81,3
goa***,674,5
goa***,98,5
goa***,5,4
goa***,139,5
goa***,65,5
goa***,151,5
goa***,459,5
goa***,469,5
goa***,476,4
goa***,99,5
goa***,192,5
goa***,188,5
goa***,478,3
goa***,491,5
goa***,673,4
goa***,726,4
goa***,117,5
goc***,23,5
goc***,7,4.5
goc***,8,5
goc***,797,5
goc***,37,5
goc***,424,5
goc***,794,5
goc***,5,5
goc***,810,5
goc***,40,5
goc***,89,5
goc***,0,4.5
goc***,1,5
goc***,25,5
goc***,796,5
goc***,92,5
goc***,463,5
goc***,466,5
goc***,481,5
goc***,178,5
goc***,270,5
goc***,563,4
goc***,514,4
goc***,46,5
goc***,76,5
goc***,648,4
goc***,271,5
goc***,26,5
goc***,3,5
goe***,23,5
goe***,7,5
goe***,797,5
goe***,5,5
goe***,40,5
goe***,89,5
goe***,0,5
goe***,1,5
goe***,486,2
goe***,25,5
goe***,796,5
goe***,459,5
goe***,466,5
goe***,481,5
goe***,270,5
goe***,41,5
goe***,46,5
goe***,76,5
goe***,271,5
goe***,26,5
goe***,3,5
goe***,155,5
gof***,106,5
gof***,23,5
gof***,8,5
gof***,797,5
gof***,37,5
gof***,154,5
gof***,424,5
gof***,794,5
gof***,5,4.5
gof***,810,5
gof***,502,5
gof***,40,5
gof***,488,5
gof***,461,5
gof***,89,5
gof***,0,5
gof***,1,5
gof***,486,5
gof***,25,4.5
gof***,636,5
gof***,109,4
gof***,15,5
gof***,796,4
gof***,507,3
gof***,459,5
gof***,14,4
gof***,463,5
gof***,466,4.5
gof***,510,5
gof***,166,3
gof***,481,4
gof***,270,5
gof***,46,4.5
gof***,49,4.5
gof***,110,5
gof***,492,5
gof***,76,4
gof***,271,5
gof***,26,4
gof***,3,4
gof***,6,5
gof***,108,2
gog***,472,4
gog***,23,5
gog***,7,5
gog***,528,4
gog***,8,4.5
gog***,103,5
gog***,27,5
gog***,9,5
gog***,120,4.5
gog***,797,5
gog***,154,5
gog***,424,5
gog***,133,5
gog***,794,4
gog***,98,4
gog***,5,5
gog***,810,5
gog***,502,1
gog***,485,4
gog***,40,5
gog***,488,5
gog***,461,5
gog***,89,5
gog***,158,5
gog***,0,5
gog***,139,5
gog***,464,5
gog***,1,5
gog***,486,5
gog***,102,5
gog***,25,5
gog***,126,5
gog***,86,5
gog***,109,5
gog***,15,4
gog***,796,5
gog***,459,5
gog***,499,5
gog***,473,5
gog***,466,5
gog***,104,5
gog***,510,4
gog***,136,4
gog***,60,4
gog***,481,5
gog***,178,5
gog***,270,5
gog***,517,3.5
gog***,478,5
gog***,51,5
gog***,111,5
gog***,46,5
gog***,59,4
gog***,49,5
gog***,76,5
gog***,19,5
gog***,491,2
gog***,18,5
gog***,460,4
gog***,2,5
gog***,29,5
gog***,493,4
gog***,35,4.5
gog***,30,4
gog***,503,4
gog***,271,5
gog***,26,5
gog***,3,5
gog***,4,5
gog***,36,4
gog***,6,5
gog***,470,3
gog***,117,5
gog***,108,5
gog***,16,3
goh***,710,3
goh***,655,4
goh***,140,3.5
goh***,683,3.5
goh***,23,5
goh***,7,5
goh***,27,4.5
goh***,797,4.5
goh***,154,5
goh***,424,3
goh***,5,5
goh***,40,5
goh***,129,5
goh***,89,5
goh***,0,5
goh***,151,5
goh***,1,5
goh***,122,5
goh***,496,5
goh***,25,4
goh***,126,5
goh***,118,5
goh***,109,5
goh***,796,4
goh***,466,5
goh***,510,5
goh***,482,4.5
goh***,481,3
goh***,270,5
goh***,46,5
goh***,49,5
goh***,76,5
goh***,491,2
goh***,35,5
goh***,115,4
goh***,271,5
goh***,26,5
goh***,3,4.5
goh***,203,4
goh***,72,5
goi***,490,5
goi***,103,5
goi***,27,5
goi***,98,5
goi***,461,5
goi***,512,4
goi***,464,5
goi***,459,5
goi***,41,4
goi***,478,5
goi***,66,5
goi***,95,5
goi***,18,5
goi***,484,5
gok***,106,3
gok***,33,4
gok***,655,3
gok***,683,5
gok***,472,4
gok***,7,5
gok***,528,5
gok***,103,4
gok***,120,5
gok***,797,5
gok***,458,4
gok***,424,3
gok***,13,5
gok***,794,4
gok***,71,4
gok***,128,5
gok***,5,3
gok***,485,5
gok***,488,4.5
gok***,494,1
gok***,0,4
gok***,139,5
gok***,642,4
gok***,464,5
gok***,1,4
gok***,486,5
gok***,69,4
gok***,102,4
gok***,496,5
gok***,636,4
gok***,126,4
gok***,532,5
gok***,480,4
gok***,75,4
gok***,86,4
gok***,109,5
gok***,92,4
gok***,499,5
gok***,463,5
gok***,39,5
gok***,462,5
gok***,473,4.5
gok***,466,4
gok***,104,5
gok***,479,5
gok***,749,4
gok***,20,5
gok***,487,5
gok***,60,4
gok***,495,5
gok***,482,5
gok***,469,5
gok***,476,5
gok***,481,4
gok***,170,5
gok***,123,3
gok***,478,5
gok***,662,4
gok***,474,4
gok***,471,5
gok***,59,5
gok***,49,4
gok***,110,4
gok***,511,4
gok***,35,4.5
gok***,484,5
gok***,271,3
gok***,26,4
gok***,3,4
gok***,28,5
gok***,36,4.5
gok***,72,5
gok***,470,4.5
gok***,105,5
gok***,82,4
gon***,106,5
gon***,11,4
gon***,655,5
gon***,683,5
gon***,23,5
gon***,7,5
gon***,165,5
gon***,8,4
gon***,96,5
gon***,103,5
gon***,27,5
gon***,9,5
gon***,67,5
gon***,120,5
gon***,797,5
gon***,154,5
gon***,424,4.5
gon***,44,4
gon***,71,5
gon***,716,4
gon***,5,5
gon***,810,4.5
gon***,502,4
gon***,518,5
gon***,40,5
gon***,488,5
gon***,501,5
gon***,89,5
gon***,0,5
gon***,642,5
gon***,512,4
gon***,464,5
gon***,1,5
gon***,32,5
gon***,68,5
gon***,56,5
gon***,102,5
gon***,25,5
gon***,126,5
gon***,532,3
gon***,119,4
gon***,480,5
gon***,109,5
gon***,796,5
gon***,459,5
gon***,463,5
gon***,39,5
gon***,462,4
gon***,473,5
gon***,466,5
gon***,641,4
gon***,592,5
gon***,495,5
gon***,513,4
gon***,482,5
gon***,476,5
gon***,481,5
gon***,646,3
gon***,62,5
gon***,270,5
gon***,517,5
gon***,478,5
gon***,685,4
gon***,46,5
gon***,49,5
gon***,511,5
gon***,76,5
gon***,19,5
gon***,491,5
gon***,460,5
gon***,84,4
gon***,633,5
gon***,2,4
gon***,493,5
gon***,35,5
gon***,675,5
gon***,484,5
gon***,144,4
gon***,271,5
gon***,26,5
gon***,3,5
gon***,28,5
gon***,36,5
gon***,470,5
gon***,16,4
gor***,23,5
gor***,7,4
gor***,8,5
gor***,96,5
gor***,9,2
gor***,67,5
gor***,120,5
gor***,576,4
gor***,475,5
gor***,797,5
gor***,37,5
gor***,154,5
gor***,424,4
gor***,13,4
gor***,44,5
gor***,794,5
gor***,71,3
gor***,574,3
gor***,5,5
gor***,465,4
gor***,502,5
gor***,40,5
gor***,488,5
gor***,129,3
gor***,80,5
gor***,89,5
gor***,0,5
gor***,1,5
gor***,486,5
gor***,654,4
gor***,610,5
gor***,25,5
gor***,126,5
gor***,75,4
gor***,109,2
gor***,796,5
gor***,507,4
gor***,459,5
gor***,516,4
gor***,462,5
gor***,473,5
gor***,466,5
gor***,104,2
gor***,94,5
gor***,749,5
gor***,487,5
gor***,482,5
gor***,469,1
gor***,107,4
gor***,481,5
gor***,113,5
gor***,270,5
gor***,514,3
gor***,478,2
gor***,46,5
gor***,76,5
gor***,648,4
gor***,18,5
gor***,460,5
gor***,505,5
gor***,30,3
gor***,484,4
gor***,503,4
gor***,271,5
gor***,26,5
gor***,3,5
gor***,138,5
gor***,117,5
gor***,16,5
gos***,106,5
gos***,497,5
gos***,23,5
gos***,7,5
gos***,8,5
gos***,27,5
gos***,67,5
gos***,120,5
gos***,797,5
gos***,424,5
gos***,147,5
gos***,5,5
gos***,810,5
gos***,40,5
gos***,89,5
gos***,0,5
gos***,539,5
gos***,467,5
gos***,65,4
gos***,464,5
gos***,1,5
gos***,486,5
gos***,132,2
gos***,10,5
gos***,25,5
gos***,126,4
gos***,100,5
gos***,463,5
gos***,39,5
gos***,143,5
gos***,466,5
gos***,479,4
gos***,70,5
gos***,495,5
gos***,482,4
gos***,481,5
gos***,99,5
gos***,270,5
gos***,123,5
gos***,517,3
gos***,46,5
gos***,59,5
gos***,49,5
gos***,76,5
gos***,460,1
gos***,35,5
gos***,468,5
gos***,505,4
gos***,271,5
gos***,26,5
gos***,3,5
gos***,470,4
got***,23,5
got***,7,5
got***,103,5
got***,120,5
got***,797,5
got***,154,5
got***,424,4.5
got***,71,5
got***,98,5
got***,5,5
got***,465,5
got***,40,5
got***,488,5
got***,89,5
got***,0,5
got***,139,5
got***,464,5
got***,1,5
got***,25,5
got***,126,5
got***,75,5
got***,86,5
got***,109,5
got***,796,5
got***,459,5
got***,213,5
got***,466,5
got***,233,4
got***,137,4
got***,60,3.5
got***,469,5
got***,481,5
got***,113,5
got***,270,5
got***,517,5
got***,787,5
got***,90,5
got***,95,5
got***,474,5
got***,46,5
got***,49,5
got***,492,4
got***,76,5
got***,35,5
got***,468,5
got***,484,5
got***,115,4
got***,271,5
got***,26,5
got***,3,5
got***,16,5
gou***,7,5
gou***,528,5
gou***,8,4
gou***,57,5
gou***,37,4
gou***,121,5
gou***,794,5
gou***,98,4.5
gou***,810,4
gou***,502,5
gou***,139,4
gou***,464,5
gou***,109,5
gou***,459,4
gou***,478,2
gou***,111,5
gou***,460,5
gou***,505,2
gou***,470,3
gou***,16,4
gov***,106,5
gov***,11,4
gov***,135,5
gov***,148,4
gov***,47,4
gov***,23,4.5
gov***,528,5
gov***,8,4
gov***,96,5
gov***,57,5
gov***,27,5
gov***,9,5
gov***,67,4
gov***,797,5
gov***,12,4
gov***,48,5
gov***,37,4
gov***,121,4
gov***,458,4
gov***,424,4.5
gov***,13,5
gov***,44,5
gov***,794,4
gov***,98,5
gov***,5,5
gov***,465,4
gov***,502,4.5
gov***,518,2
gov***,40,4
gov***,663,5
gov***,461,5
gov***,501,5
gov***,89,4.5
gov***,0,5
gov***,53,4
gov***,467,5
gov***,65,4
gov***,1,4.5
gov***,650,5
gov***,145,5
gov***,32,4.5
gov***,69,5
gov***,68,4
gov***,43,4
gov***,31,4
gov***,10,4
gov***,102,4
gov***,496,5
gov***,61,5
gov***,25,4.5
gov***,480,5
gov***,150,5
gov***,796,4.5
gov***,459,5
gov***,174,4
gov***,14,4
gov***,124,4
gov***,466,5
gov***,38,4
gov***,104,4
gov***,94,4
gov***,20,4
gov***,510,5
gov***,641,5
gov***,508,4
gov***,70,5
gov***,482,4
gov***,22,4
gov***,63,4
gov***,107,5
gov***,481,4.5
gov***,62,4
gov***,270,4.5
gov***,517,5
gov***,477,4
gov***,478,5
gov***,46,5
gov***,45,4.5
gov***,471,5
gov***,511,4
gov***,76,4.5
gov***,195,5
gov***,460,5
gov***,2,5
gov***,493,5
gov***,468,5
gov***,505,5
gov***,484,4.5
gov***,21,4
gov***,271,5
gov***,26,4.5
gov***,3,4.5
gov***,4,5
gov***,16,4
gow***,7,5
gow***,8,5
gow***,27,4.5
gow***,154,5
gow***,5,5
gow***,40,5
gow***,89,5
gow***,0,5
gow***,1,5
gow***,638,5
gow***,486,5
gow***,68,5
gow***,496,5
gow***,15,5
gow***,459,5
gow***,466,5
gow***,482,4.5
gow***,481,5
gow***,270,5
gow***,131,3
gow***,46,5
gow***,76,5
gow***,491,5
gow***,460,5
gow***,468,5
gow***,505,5
gow***,271,5
gow***,26,5
gow***,3,5
goy***,23,4
goy***,7,4
goy***,27,4
goy***,93,4
goy***,797,4
goy***,424,4
goy***,663,5
goy***,1,4
goy***,486,4
goy***,25,4.5
goy***,126,5
goy***,796,4
goy***,463,5
goy***,510,4
goy***,60,5
goy***,481,4
goy***,270,4
goy***,46,4
goy***,49,4.5
goy***,76,5
goy***,505,5
goy***,271,4
goy***,26,4
goy***,3,4
goy***,4,5
gpa***,23,4.5
gpa***,7,4
gpa***,528,5
gpa***,8,5
gpa***,27,5
gpa***,797,4.5
gpa***,424,3
gpa***,128,4
gpa***,98,5
gpa***,5,5
gpa***,810,5
gpa***,40,4
gpa***,89,4.5
gpa***,0,5
gpa***,139,5
gpa***,1,4.5
gpa***,486,5
gpa***,25,4
gpa***,109,5
gpa***,796,4.5
gpa***,459,5
gpa***,14,4
gpa***,466,5
gpa***,60,5
gpa***,125,5
gpa***,481,5
gpa***,205,3
gpa***,270,4
gpa***,46,4.5
gpa***,59,3
gpa***,76,4
gpa***,35,5
gpa***,468,5
gpa***,271,4.5
gpa***,26,4
gpa***,3,5
gpa***,36,4
gpa***,16,5
gpd***,106,4
gpd***,11,4
gpd***,135,4
gpd***,148,4
gpd***,656,5
gpd***,23,4.5
gpd***,7,4.5
gpd***,528,5
gpd***,8,5
gpd***,103,4
gpd***,27,5
gpd***,9,4
gpd***,67,4
gpd***,120,5
gpd***,93,4
gpd***,797,4.5
gpd***,12,4
gpd***,48,4
gpd***,458,2.5
gpd***,154,4
gpd***,424,4.5
gpd***,13,4
gpd***,44,4
gpd***,98,5
gpd***,5,5
gpd***,465,4
gpd***,644,5
gpd***,810,5
gpd***,502,5
gpd***,34,4
gpd***,40,4.5
gpd***,461,5
gpd***,89,4
gpd***,158,5
gpd***,0,4
gpd***,467,4
gpd***,464,4
gpd***,50,5
gpd***,1,4.5
gpd***,145,4
gpd***,32,4
gpd***,68,4
gpd***,43,4
gpd***,31,4
gpd***,10,4.5
gpd***,102,4
gpd***,496,4
gpd***,61,4
gpd***,25,5
gpd***,532,4
gpd***,480,4
gpd***,677,4
gpd***,796,4
gpd***,100,4
gpd***,459,5
gpd***,174,4
gpd***,14,4
gpd***,463,5
gpd***,462,5
gpd***,466,4
gpd***,38,4.5
gpd***,104,4
gpd***,20,4
gpd***,70,4
gpd***,482,5
gpd***,125,1
gpd***,22,4
gpd***,476,3
gpd***,63,4
gpd***,107,4
gpd***,481,4.5
gpd***,62,4
gpd***,24,4
gpd***,192,5
gpd***,113,3
gpd***,270,5
gpd***,17,4
gpd***,101,4
gpd***,477,4
gpd***,46,4.5
gpd***,471,4
gpd***,49,5
gpd***,492,5
gpd***,76,4
gpd***,491,5
gpd***,506,4
gpd***,460,4
gpd***,2,5
gpd***,35,5
gpd***,468,5
gpd***,21,4
gpd***,271,4.5
gpd***,26,4.5
gpd***,3,5
gpd***,4,4
gpd***,58,4
gpd***,72,4
gpd***,470,4
gpe***,140,5
gpe***,134,4
gpe***,23,5
gpe***,103,5
gpe***,27,5
gpe***,120,5
gpe***,797,5
gpe***,154,5
gpe***,424,5
gpe***,71,4
gpe***,5,5
gpe***,40,5
gpe***,488,5
gpe***,139,5
gpe***,1,5
gpe***,25,5
gpe***,126,5
gpe***,86,5
gpe***,109,5
gpe***,796,5
gpe***,466,5
gpe***,60,4
gpe***,482,5
gpe***,481,5
gpe***,270,5
gpe***,517,5
gpe***,49,5
gpe***,271,5
gpe***,3,5
gpf***,420,5
gpf***,497,5
gpf***,683,5
gpf***,671,4
gpf***,23,5
gpf***,103,5
gpf***,475,4
gpf***,797,5
gpf***,424,4
gpf***,128,4
gpf***,5,5
gpf***,810,5
gpf***,485,5
gpf***,40,5
gpf***,488,5
gpf***,89,5
gpf***,0,5
gpf***,139,5
gpf***,464,5
gpf***,1,5
gpf***,486,3
gpf***,194,5
gpf***,496,5
gpf***,25,4
gpf***,532,4
gpf***,109,5
gpf***,796,5
gpf***,507,4
gpf***,459,5
gpf***,463,5
gpf***,462,5
gpf***,466,5
gpf***,684,4
gpf***,91,5
gpf***,479,5
gpf***,510,4
gpf***,665,5
gpf***,641,4
gpf***,482,4
gpf***,476,5
gpf***,481,4.5
gpf***,270,5
gpf***,645,4
gpf***,474,4
gpf***,471,5
gpf***,59,5
gpf***,49,5
gpf***,492,4
gpf***,511,4
gpf***,76,5
gpf***,460,5
gpf***,633,4
gpf***,35,5
gpf***,664,5
gpf***,30,5
gpf***,484,5
